Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,PTS,FG%,Dist.,%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P
1996-1997,Blue Edwards\edwarbl01,SF,31,VAN,61,12,23.6,3,7.5,0.4,1.5,2.6,6,1.5,1.8,0.817,7.8,0.397,15.5,0.806,0.242,0.066,0.131,0.367,0.194,0.425,0.505,0.4,0.317,0.417,0.281
1996-1997,Kevin Edwards\edwarke01,PG,31,NJN,32,0,14.9,2.2,5.7,0.5,1.3,1.7,4.4,1.2,1.3,0.86,5.9,0.377,16.2,0.765,0.29,0.038,0.082,0.355,0.235,0.386,0.358,0.429,0.333,0.415,0.349
1996-1997,Craig Ehlo\ehlocr01,SG,35,SEA,62,0,13.7,1.4,4,0.4,1.5,1,2.5,0.2,0.4,0.5,3.5,0.351,15.6,0.617,0.331,0.056,0.081,0.149,0.383,0.392,0.476,0.429,0.3,0.243,0.284
1996-1997,Howard Eisley\eisleho01,PG,24,UTA,82,0,13.2,1.7,3.8,0.2,0.9,1.5,2.9,0.9,1.1,0.787,4.5,0.451,13.7,0.766,0.36,0.091,0.107,0.208,0.234,0.504,0.64,0.393,0.364,0.391,0.278
1996-1997,Mario Elie\eliema01,SF,33,HOU,78,77,34.4,3.7,7.5,1.5,3.7,2.2,3.8,2.7,3,0.896,11.7,0.497,15,0.511,0.303,0.116,0.065,0.027,0.489,0.572,0.706,0.426,0.289,0.375,0.42
1996-1997,Sean Elliott\elliose01,SF,28,SAS,39,39,35.7,5,11.9,1.1,3.2,3.9,8.7,3.8,5,0.755,14.9,0.422,13.9,0.728,0.375,0.069,0.099,0.185,0.272,0.456,0.552,0.375,0.283,0.384,0.333
1996-1997,Dale Ellis\ellisda01,SF,36,DEN,82,51,35.9,5.8,14,2.3,6.4,3.5,7.6,2.6,3.2,0.817,16.6,0.414,18.3,0.541,0.145,0.034,0.05,0.312,0.459,0.457,0.557,0.59,0.362,0.412,0.364
1996-1997,LaPhonso Ellis\ellisla01,PF,26,DEN,55,49,36.4,8.1,18.4,1.7,4.7,6.4,13.7,4,5.1,0.773,21.9,0.439,13.4,0.745,0.246,0.194,0.182,0.122,0.255,0.464,0.538,0.497,0.395,0.363,0.367
1996-1997,Pervis Ellison\ellispe01,PF,29,BOS,6,4,20.8,1,2.7,0,0,1,2.7,0.5,0.8,0.6,2.5,0.375,9.1,1,0.875,0.063,0.063,0,0,0.375,0.357,1,0,0,0
1996-1997,Brian Evans\evansbr01,SF,23,ORL,14,0,4.2,0.6,1.6,0.3,0.6,0.3,1,0,0,0,1.4,0.364,16.9,0.636,0.091,0.045,0.273,0.227,0.364,0.286,1,0,0,0.4,0.5
1996-1997,Patrick Ewing*\ewingpa01,C,34,NYK,78,78,37,8.4,17.2,0,0.1,8.4,17.1,5.6,7.5,0.754,22.4,0.488,9.3,0.993,0.341,0.273,0.271,0.107,0.007,0.49,0.55,0.529,0.409,0.403,0.222
1996-1997,Jamie Feick\feickja01,PF,22,TOT,41,0,15.2,1.4,3.8,0.1,0.3,1.2,3.5,0.8,1.6,0.507,3.7,0.357,11.1,0.911,0.548,0.14,0.07,0.153,0.089,0.357,0.407,0.5,0.091,0.167,0.357
1996-1997,Duane Ferrell\ferredu01,SF,31,IND,62,18,18,2.6,5.4,0.3,0.7,2.3,4.7,0.9,1.5,0.617,6.4,0.472,13.7,0.869,0.368,0.047,0.134,0.32,0.131,0.481,0.5,0.375,0.378,0.519,0.409
1996-1997,Danny Ferry\ferryda01,PF,30,CLE,82,48,32.1,4.2,9.7,1.4,3.5,2.8,6.2,0.9,1.1,0.851,10.6,0.429,17.8,0.642,0.068,0.071,0.147,0.356,0.358,0.445,0.222,0.375,0.359,0.537,0.401
1996-1997,Michael Finley\finlemi01,SF,23,TOT,83,54,33.6,5.7,12.9,1.2,3.4,4.5,9.5,2.4,3,0.808,15,0.444,14.3,0.739,0.256,0.116,0.129,0.238,0.261,0.473,0.642,0.403,0.319,0.408,0.361
1996-1997,Matt Fish\fishma01,C,27,TOT,6,0,1.3,0.2,0.5,0,0,0.2,0.5,0,0,0,0.3,0.333,8,1,0.667,0.333,0,0,0,0.333,0.5,0,0,0,0
1996-1997,Derek Fisher\fishede01,PG,22,LAL,80,3,11.5,1.3,3.3,0.3,0.9,1,2.4,1,1.5,0.658,3.9,0.397,13.9,0.721,0.393,0.126,0.107,0.095,0.279,0.434,0.398,0.515,0.393,0.52,0.301
1996-1997,Greg Foster\fostegr01,C,28,UTA,79,12,11.6,1.4,3.1,0,0,1.4,3.1,0.7,0.8,0.831,3.5,0.453,12.4,0.988,0.302,0.163,0.192,0.331,0.012,0.45,0.5,0.35,0.404,0.481,0.667
1996-1997,Rick Fox\foxri01,SF,27,BOS,76,75,34.9,5.7,12.5,1.3,3.7,4.4,8.8,2.7,3.5,0.787,15.4,0.456,13.5,0.707,0.468,0.056,0.118,0.066,0.293,0.494,0.497,0.528,0.446,0.524,0.363
1996-1997,Todd Fuller\fulleto02,C,22,GSW,75,18,12.7,1.5,3.5,0,0,1.5,3.5,1,1.5,0.691,4.1,0.429,8.7,1,0.41,0.248,0.263,0.071,0,0.429,0.514,0.424,0.286,0.421,0
1996-1997,Kevin Gamble\gamblke01,SF,31,SAC,62,2,15.4,2,4.6,0.9,1.8,1.1,2.8,0.1,0.2,0.7,5,0.43,18.6,0.608,0.063,0.038,0.115,0.392,0.392,0.397,0.5,0.545,0.273,0.402,0.482
1996-1997,Kevin Garnett*\garneke01,SF,20,MIN,77,77,38.9,7.1,14.3,0.1,0.3,7.1,14,2.7,3.5,0.754,17,0.499,10.8,0.981,0.278,0.212,0.27,0.221,0.019,0.503,0.627,0.442,0.451,0.469,0.286
1996-1997,Dean Garrett\garrede01,C,30,MIN,68,47,24.5,3.3,5.7,0,0,3.3,5.7,1.4,2,0.696,8,0.573,7,1,0.481,0.303,0.195,0.021,0,0.573,0.711,0.415,0.487,0.5,0
1996-1997,Chris Gatling\gatlich01,PF,29,TOT,47,1,27.3,7,13.3,0,0.1,6.9,13.1,5,7,0.717,19,0.525,8.2,0.99,0.388,0.297,0.205,0.1,0.01,0.528,0.661,0.443,0.438,0.452,0.167
1996-1997,Reggie Geary\gearyre01,PG,23,CLE,39,0,6.3,0.6,1.5,0.2,0.5,0.4,0.9,0.1,0.3,0.455,1.5,0.379,16.1,0.638,0.293,0.034,0.155,0.155,0.362,0.378,0.412,0,0.333,0.444,0.381
1996-1997,Matt Geiger\geigema01,C,27,CHH,49,13,21.3,3.5,7.1,0.1,0.4,3.4,6.7,1.8,2.6,0.701,8.9,0.489,8.9,0.943,0.597,0.143,0.149,0.054,0.057,0.5,0.502,0.54,0.442,0.526,0.3
1996-1997,Kendall Gill\gillke01,SF,28,NJN,82,81,39,7.9,17.7,0.9,2.7,7,15,5.2,6.5,0.797,21.8,0.443,13.3,0.849,0.35,0.07,0.168,0.26,0.151,0.462,0.566,0.294,0.316,0.463,0.336
1996-1997,Armen Gilliam\gilliar01,PF,32,MIL,80,25,25.6,3.1,6.5,0,0,3.1,6.5,2.5,3.2,0.768,8.6,0.471,9.3,1,0.314,0.307,0.274,0.105,0,0.471,0.549,0.513,0.343,0.455,0
1996-1997,Anthony Goldwire\goldwan01,PG,25,TOT,60,30,19.8,2.2,5.5,1.1,2.6,1.1,3,1,1.3,0.782,6.5,0.397,16.6,0.536,0.312,0.03,0.058,0.136,0.464,0.379,0.388,0.4,0.211,0.422,0.418
1996-1997,Greg Graham\grahagr01,SG,26,SEA,28,0,7,1,2.9,0.3,1.1,0.7,1.8,0.9,1.4,0.65,3.3,0.363,15.6,0.613,0.325,0.05,0.075,0.163,0.388,0.408,0.5,0,0.333,0.385,0.29
1996-1997,Brian Grant\grantbr01,PF,24,SAC,24,15,25.3,3.8,8.6,0,0,3.8,8.6,2.9,3.8,0.778,10.5,0.44,9.4,1,0.386,0.295,0.193,0.126,0,0.44,0.525,0.393,0.35,0.423,0
1996-1997,Gary Grant\grantga01,PG,31,MIA,28,0,13,1.4,3.9,0.5,1.6,0.9,2.3,0.6,0.8,0.818,3.9,0.355,17.5,0.582,0.282,0.036,0.082,0.182,0.418,0.391,0.516,0.25,0.333,0.25,0.304
1996-1997,Harvey Grant\grantha01,PF,31,WSB,78,25,20.6,1.7,4,0.4,1.1,1.3,2.9,0.4,0.5,0.769,4.1,0.411,16.2,0.717,0.248,0.035,0.089,0.344,0.283,0.449,0.564,0.727,0.214,0.398,0.315
1996-1997,Horace Grant\grantho01,PF,31,ORL,67,67,37.3,5.3,10.4,0,0.1,5.3,10.3,1.9,2.7,0.715,12.6,0.515,12.1,0.991,0.311,0.114,0.157,0.41,0.009,0.518,0.676,0.456,0.349,0.481,0.167
1996-1997,Devin Gray\grayde01,PF,24,TOT,6,0,8.2,1.3,4.3,0,0,1.3,4.3,0.3,0.8,0.4,3,0.308,9.4,1,0.846,0.077,0.038,0.038,0,0.308,0.364,0,0,0,0
1996-1997,Evric Gray\grayev01,SF,27,NJN,5,0,8.4,0.8,3,0.2,0.8,0.6,2.2,0.8,0.8,1,2.6,0.267,14.7,0.733,0.4,0,0.267,0.067,0.267,0.273,0.333,0,0,1,0.25
1996-1997,Jeff Grayer\grayeje01,SG,31,SAC,25,0,12.6,1.5,3.3,0.2,0.4,1.4,2.9,0.4,0.8,0.55,3.6,0.458,11.2,0.867,0.506,0.108,0.096,0.157,0.133,0.472,0.476,0.333,0.375,0.615,0.364
1996-1997,A.C. Green\greenac01,PF,33,TOT,83,73,30,2.8,5.8,0,0.2,2.8,5.6,1.5,2.4,0.65,7.2,0.483,11.2,0.959,0.444,0.101,0.161,0.252,0.041,0.502,0.581,0.388,0.436,0.451,0.05
1996-1997,Litterial Green\greenli01,PG,26,DET,45,0,6.9,0.7,1.4,0,0.2,0.7,1.2,0.7,1,0.638,2,0.469,13.2,0.844,0.344,0.047,0.125,0.328,0.156,0.556,0.773,0,0.5,0.429,0
1996-1997,Tom Gugliotta\guglito01,PF,27,MIN,81,81,38.7,7.3,16.5,0.3,1.1,7,15.4,5.7,7,0.82,20.6,0.442,12.4,0.931,0.311,0.143,0.168,0.308,0.069,0.456,0.506,0.401,0.373,0.476,0.258
1996-1997,Jack Haley\haleyja01,C,33,NJN,20,0,3.7,0.7,1.9,0,0,0.7,1.9,0.7,1,0.737,2,0.351,9.2,1,0.324,0.297,0.27,0.108,0,0.351,0.75,0.182,0.2,0,0
1996-1997,Darvin Ham\hamda01,SF,23,TOT,36,3,8.8,0.9,1.7,0,0,0.9,1.7,0.5,1,0.486,2.3,0.532,7.3,1,0.726,0.129,0.048,0.097,0,0.532,0.622,0,0.667,0.5,0
1996-1997,Steve Hamer\hamerst01,C,23,BOS,35,3,7.7,0.9,1.6,0,0.1,0.9,1.6,0.5,0.8,0.552,2.2,0.526,7.9,0.965,0.561,0.263,0.105,0.035,0.035,0.545,0.594,0.533,0.333,0.5,0
1996-1997,Tom Hammonds\hammoto01,PF,29,DEN,81,8,21.7,2.4,4.9,0,0,2.4,4.9,1.5,2.1,0.721,6.2,0.48,8.3,0.995,0.415,0.334,0.188,0.058,0.005,0.482,0.533,0.459,0.4,0.522,0
1996-1997,Darrin Hancock\hancoda01,SF,25,TOT,24,0,5.5,0.7,1.5,0,0,0.7,1.5,0.4,0.6,0.714,1.8,0.457,7.6,1,0.8,0.114,0.086,0,0,0.457,0.536,0,0.333,0,0
1996-1997,Anfernee Hardaway\hardaan01,PG,25,ORL,59,59,37.6,7.1,15.9,1.4,4.5,5.7,11.4,4.8,5.8,0.82,20.5,0.447,12.9,0.716,0.342,0.168,0.109,0.097,0.284,0.499,0.606,0.443,0.35,0.385,0.318
1996-1997,Tim Hardaway\hardati01,PG,30,MIA,81,81,38.7,7.1,17.1,2.5,7.3,4.6,9.8,3.6,4.5,0.799,20.3,0.415,16.1,0.574,0.199,0.149,0.092,0.134,0.426,0.469,0.547,0.393,0.346,0.519,0.344
1996-1997,Derek Harper\harpede01,PG,35,DAL,75,29,29.5,4,9,0.8,2.3,3.2,6.6,1.3,1.7,0.742,10,0.444,15.3,0.739,0.258,0.025,0.113,0.343,0.261,0.48,0.609,0.412,0.355,0.429,0.341
1996-1997,Ron Harper\harpero01,PG,33,CHI,76,74,22.9,2.3,5.3,0.9,2.5,1.4,2.9,0.8,1.1,0.707,6.3,0.436,16.1,0.537,0.229,0.084,0.108,0.116,0.463,0.5,0.602,0.529,0.341,0.426,0.362
1996-1997,Othella Harrington\harriot01,PF,23,HOU,57,1,15.1,2,3.6,0,0.1,2,3.5,0.9,1.4,0.605,4.8,0.549,7.8,0.985,0.505,0.304,0.108,0.069,0.015,0.557,0.592,0.581,0.364,0.5,0
1996-1997,Lucious Harris\harrilu01,SG,26,PHI,54,3,15.1,2.1,5.4,0.7,1.8,1.4,3.6,0.6,0.9,0.702,5.4,0.381,16.5,0.663,0.214,0.037,0.133,0.279,0.337,0.39,0.524,0.273,0.256,0.366,0.364
1996-1997,Antonio Harvey\harvean01,PF,26,SEA,6,0,4.3,0.8,1.8,0,0,0.8,1.8,0.8,1,0.833,2.5,0.455,9.6,1,0.545,0.182,0.182,0.091,0,0.455,0.5,0,1,0,0
1996-1997,Hersey Hawkins\hawkihe01,SG,30,SEA,82,82,33.6,4.5,9.7,1.7,4.3,2.8,5.4,3.1,3.6,0.875,13.9,0.464,15.3,0.553,0.284,0.078,0.077,0.114,0.447,0.514,0.637,0.387,0.279,0.451,0.403
1996-1997,Michael Hawkins\hawkimi01,PG,24,BOS,29,0,11.2,1,2.3,0.3,1.1,0.7,1.3,0.4,0.5,0.8,2.8,0.426,16.3,0.544,0.382,0.029,0,0.132,0.456,0.514,0.538,0.5,0,0.444,0.323
1996-1997,Shane Heal\healsh01,PG,26,MIN,43,0,5.5,0.6,2.3,0.5,1.5,0.1,0.7,0.1,0.1,0.6,1.7,0.268,20.8,0.33,0.103,0,0.021,0.206,0.67,0.188,0.2,0,0,0.2,0.308
1996-1997,Alan Henderson\hendeal01,PF,24,ATL,30,0,16.7,2.6,5.4,0,0,2.6,5.4,1.5,2.5,0.6,6.6,0.475,8.3,1,0.574,0.16,0.204,0.062,0,0.475,0.591,0.462,0.242,0.2,0
1996-1997,Mark Hendrickson\hendrma01,PF,22,PHI,29,1,10.4,1.1,2.7,0.1,0.4,1,2.2,0.6,0.9,0.692,2.9,0.416,13.1,0.844,0.455,0.039,0.156,0.195,0.156,0.446,0.457,0.333,0.583,0.333,0.25
1996-1997,Carl Herrera\herreca01,PF,30,SAS,75,58,24.5,3.4,7.9,0,0.1,3.4,7.8,1.1,1.6,0.686,8,0.433,10.2,0.99,0.386,0.25,0.209,0.145,0.01,0.434,0.437,0.399,0.46,0.453,0.333
1996-1997,Grant Hill*\hillgr01,SF,24,DET,80,80,39.3,7.8,15.7,0.1,0.4,7.7,15.3,5.6,7.9,0.711,21.4,0.496,11,0.974,0.356,0.133,0.253,0.231,0.026,0.502,0.618,0.357,0.417,0.498,0.303
1996-1997,Tyrone Hill\hillty01,C,28,CLE,74,70,34.9,4.8,8,0,0,4.8,8,3.3,5.1,0.633,12.9,0.6,6,0.998,0.701,0.222,0.071,0.005,0.002,0.601,0.655,0.515,0.381,0,0
1996-1997,Fred Hoiberg\hoibefr01,SG,24,IND,47,0,12.2,1.4,3.3,0.6,1.5,0.8,1.8,1.3,1.6,0.792,4.8,0.429,15.6,0.551,0.333,0.026,0.071,0.122,0.449,0.442,0.558,0.25,0.273,0.263,0.414
1996-1997,Jeff Hornacek\hornaje01,SG,33,UTA,82,82,31.6,5,10.4,0.9,2.4,4.2,8.1,3.6,4,0.899,14.5,0.482,14.8,0.772,0.224,0.118,0.124,0.305,0.228,0.516,0.594,0.446,0.434,0.521,0.369
1996-1997,Robert Horry\horryro01,SF,26,TOT,54,29,25.8,2.9,6.7,0.9,2.9,2,3.8,1.1,1.7,0.667,7.8,0.436,15.7,0.572,0.281,0.081,0.089,0.122,0.428,0.524,0.644,0.448,0.344,0.432,0.318
1996-1997,Allan Houston\houstal01,SG,25,NYK,81,81,33.1,5.4,12.7,1.8,4.7,3.6,8,2.2,2.7,0.803,14.8,0.423,16.2,0.628,0.172,0.082,0.178,0.196,0.372,0.446,0.48,0.435,0.364,0.495,0.385
1996-1997,Juwan Howard\howarju01,SF,23,WSB,82,82,40.5,7.8,16,0,0,7.8,16,3.6,4.7,0.756,19.1,0.486,9.9,0.998,0.312,0.202,0.372,0.112,0.002,0.487,0.593,0.423,0.415,0.544,0
1996-1997,Stephen Howard\howarst01,SF,26,TOT,49,0,8.5,1.3,2.2,0,0,1.3,2.2,1.1,1.7,0.642,3.6,0.574,6.4,1,0.685,0.231,0.074,0.009,0,0.574,0.635,0.48,0.375,0,0
1996-1997,Lindsey Hunter\hunteli01,PG,26,DET,82,76,36.9,5.1,12.7,2,5.7,3.1,7,1.9,2.5,0.778,14.2,0.404,17.1,0.551,0.199,0.047,0.131,0.174,0.449,0.444,0.531,0.429,0.358,0.414,0.355
1996-1997,Bobby Hurley\hurlebo01,PG,25,SAC,49,12,12.9,0.9,2.6,0.3,0.9,0.7,1.6,0.8,1.1,0.698,2.9,0.368,17.7,0.64,0.168,0.024,0.104,0.344,0.36,0.4,0.333,0,0.231,0.512,0.311
1996-1997,Allen Iverson*\iversal01,PG,21,PHI,76,74,40.1,8.2,19.8,2,6,6.2,13.8,5,7.2,0.702,23.5,0.416,14.3,0.697,0.418,0.068,0.106,0.104,0.303,0.448,0.474,0.485,0.319,0.452,0.341
1996-1997,Jaren Jackson\jacksja01,SG,29,WSB,75,0,15.1,1.8,4.4,0.7,2.1,1.1,2.3,0.7,0.9,0.768,5,0.407,17.1,0.52,0.252,0.015,0.112,0.14,0.48,0.474,0.554,0.2,0.27,0.522,0.335
1996-1997,Jim Jackson\jacksji01,SG,26,TOT,77,77,36.8,5.8,13.4,1.1,3.2,4.6,10.2,3.3,4,0.813,15.9,0.431,12.9,0.76,0.362,0.128,0.147,0.122,0.24,0.458,0.542,0.356,0.318,0.484,0.348
1996-1997,Mark Jackson\jacksma01,PG,31,TOT,82,82,37.2,3.5,8.3,0.8,2.2,2.7,6.1,2,2.6,0.789,9.9,0.426,13.1,0.738,0.362,0.2,0.106,0.069,0.262,0.445,0.508,0.419,0.403,0.255,0.371
1996-1997,Henry James\jameshe01,PF,31,ATL,53,15,17.8,2.4,5.8,1.4,3.4,0.9,2.4,0.6,0.7,0.833,6.7,0.408,18.8,0.408,0.124,0.046,0.118,0.121,0.592,0.392,0.421,0.357,0.417,0.351,0.42
1996-1997,Chris Jent\jentch01,SF,27,NYK,3,0,3.3,0.7,2,0.7,1,0,1,0,0,0,2,0.333,18.8,0.5,0.333,0,0,0.167,0.5,0,0,0,0,0,0.667
1996-1997,Avery Johnson\johnsav01,PG,31,SAS,76,76,32.5,4.3,9,0.1,0.3,4.2,8.7,1.8,2.7,0.69,10.5,0.477,11.6,0.962,0.48,0.07,0.105,0.307,0.038,0.487,0.532,0.458,0.389,0.457,0.231
1996-1997,Eddie Johnson\johnsed03,SF,37,TOT,52,2,17.6,3.1,7,0.9,2.5,2.1,4.4,1.1,1.3,0.809,8.2,0.442,16.8,0.638,0.174,0.047,0.127,0.29,0.362,0.481,0.571,0.471,0.348,0.486,0.374
1996-1997,Ervin Johnson\johnser02,C,29,DEN,82,82,31.7,3,5.7,0,0,3,5.7,1.2,1.9,0.615,7.1,0.52,7.9,0.996,0.507,0.268,0.133,0.088,0.004,0.523,0.603,0.504,0.387,0.317,0
1996-1997,Kevin Johnson\johnske02,PG,30,PHO,70,70,38,6.3,12.7,1.3,2.9,5,9.8,6.3,7.4,0.852,20.1,0.496,13.5,0.773,0.361,0.064,0.13,0.218,0.227,0.512,0.62,0.474,0.31,0.464,0.441
1996-1997,Larry Johnson\johnsla02,SF,27,NYK,76,76,34.4,4.9,9.7,0.4,1.4,4.5,8.3,2.5,3.6,0.693,12.8,0.512,10.3,0.857,0.533,0.136,0.143,0.045,0.143,0.543,0.584,0.54,0.371,0.606,0.324
1996-1997,Charles Jones\jonesch01,PF,39,HOU,12,0,7.8,0.2,0.4,0,0,0.2,0.4,0,0,0,0.3,0.4,7.2,1,0.6,0.2,0,0.2,0,0.4,0.667,0,0,0,0
1996-1997,Eddie Jones\jonesed02,SG,25,LAL,80,80,37.5,5.9,13.5,1.9,4.9,4,8.7,3.5,4.2,0.819,17.2,0.438,14.5,0.64,0.375,0.072,0.093,0.1,0.36,0.464,0.541,0.423,0.267,0.389,0.391
1996-1997,Popeye Jones\jonespo01,PF,26,TOR,79,61,30.6,3.3,6.8,0,0.2,3.3,6.6,1.3,1.5,0.818,7.8,0.48,11.1,0.976,0.354,0.209,0.209,0.207,0.024,0.49,0.511,0.473,0.5,0.459,0.077
1996-1997,Michael Jordan*\jordami01,SG,33,CHI,82,82,37.9,11.2,23.1,1.4,3.6,9.9,19.5,5.9,7,0.833,29.6,0.486,14.4,0.843,0.18,0.077,0.304,0.283,0.157,0.507,0.524,0.476,0.492,0.521,0.374
1996-1997,Reggie Jordan\jordare01,SG,29,TOT,19,0,6.8,0.8,1.4,0,0,0.8,1.4,0.4,0.9,0.471,2.1,0.615,6.4,1,0.769,0.192,0,0.038,0,0.615,0.65,0.6,0,0,0
1996-1997,Adam Keefe\keefead01,C,26,UTA,62,0,14.8,1.3,2.6,0,0,1.3,2.6,1.1,1.7,0.689,3.8,0.513,8.7,0.994,0.556,0.206,0.138,0.094,0.006,0.516,0.618,0.303,0.5,0.4,0
1996-1997,Shawn Kemp\kempsh01,PF,27,SEA,81,75,34,6.5,12.7,0.1,0.4,6.3,12.3,5.6,7.5,0.742,18.7,0.51,8.6,0.968,0.578,0.169,0.084,0.138,0.032,0.515,0.577,0.46,0.356,0.415,0.364
1996-1997,Tim Kempton\kemptti01,PF,33,SAS,10,0,5.9,0.1,0.5,0,0,0.1,0.5,0.2,0.2,1,0.4,0.2,11,1,0.6,0,0.2,0.2,0,0.2,0.333,0,0,0,0
1996-1997,Steve Kerr\kerrst01,PG,31,CHI,82,0,22.7,3,5.7,1.3,2.9,1.7,2.8,0.7,0.8,0.806,8.1,0.533,19.2,0.493,0.041,0.028,0.154,0.27,0.507,0.604,0.526,0.538,0.514,0.675,0.464
1996-1997,Jerome Kersey\kerseje01,SF,34,LAL,70,44,25.2,2.8,6.4,0.2,0.9,2.5,5.5,1,1.7,0.602,6.8,0.432,13.7,0.855,0.316,0.098,0.134,0.307,0.145,0.461,0.472,0.5,0.383,0.471,0.262
1996-1997,Jason Kidd*\kiddja01,PG,23,TOT,55,45,35.7,3.9,9.6,1.1,3,2.8,6.6,2,3,0.679,10.9,0.403,14.7,0.688,0.323,0.072,0.108,0.185,0.312,0.418,0.515,0.342,0.246,0.378,0.37
1996-1997,Frankie King\kingfr01,SG,24,PHI,7,0,8.4,1,2.4,0.1,0.3,0.9,2.1,0.7,0.7,1,2.9,0.412,12.2,0.882,0.588,0.118,0.059,0.118,0.118,0.4,0.3,0.5,1,0.5,0.5
1996-1997,Jimmy King\kingji02,SG,23,DEN,2,0,11,1,3,0,0,1,3,1,2,0.5,3,0.333,9.6,1,0.667,0.167,0,0.167,0,0.333,0.25,0,0,1,0
1996-1997,Stacey King\kingst01,C,30,TOT,11,0,9.4,1,2,0,0,1,2,0.2,0.6,0.286,2.2,0.5,7.4,1,0.682,0.136,0.136,0.045,0,0.5,0.467,0.667,0.667,0,0
1996-1997,Kerry Kittles\kittlke01,SG,22,NJN,82,57,36.7,6.2,14.5,1.9,5.1,4.3,9.4,2.1,2.8,0.771,16.4,0.426,15.6,0.648,0.258,0.078,0.109,0.202,0.352,0.453,0.586,0.344,0.331,0.392,0.377
1996-1997,Joe Kleine\kleinjo01,C,35,TOT,59,10,14.4,1.2,2.9,0,0.1,1.1,2.8,0.5,0.6,0.737,2.8,0.406,12.3,0.982,0.282,0.118,0.282,0.3,0.018,0.401,0.521,0.45,0.25,0.412,0.667
1996-1997,Travis Knight\knightr01,C,22,LAL,71,14,16.3,2,3.9,0,0,2,3.9,0.9,1.4,0.62,4.8,0.509,8.8,1,0.556,0.178,0.138,0.127,0,0.509,0.569,0.51,0.368,0.4,0
1996-1997,Larry Krystkowiak\krystla01,PF,32,LAL,3,0,3.7,0.3,0.7,0,0,0.3,0.7,0.3,0.7,0.5,1,0.5,11.1,1,0.5,0,0,0.5,0,0.5,1,0,0,0,0
1996-1997,Toni Kuko?*\kukocto01,SF,28,CHI,57,15,28.2,5,10.6,0.9,2.6,4.1,8,2.4,3.1,0.77,13.2,0.471,13.5,0.75,0.331,0.089,0.127,0.203,0.25,0.518,0.62,0.426,0.416,0.455,0.331
1996-1997,Christian Laettner\laettch01,PF,27,ATL,82,82,38.3,6.7,13.8,0.4,1.1,6.3,12.7,4.4,5.4,0.816,18.1,0.486,11.2,0.922,0.384,0.15,0.195,0.193,0.078,0.497,0.547,0.491,0.368,0.532,0.352
1996-1997,Andrew Lang\langan01,C,30,MIL,52,52,23,2.2,4.8,0,0,2.2,4.8,0.8,1.2,0.721,5.3,0.464,8.4,1,0.395,0.343,0.202,0.06,0,0.464,0.531,0.506,0.24,0.533,0
1996-1997,Antonio Lang\langan02,PF,24,CLE,64,1,13.2,1.1,2.5,0,0.1,1.1,2.4,0.5,0.8,0.729,2.7,0.42,11.3,0.963,0.475,0.13,0.123,0.235,0.037,0.436,0.506,0.333,0.35,0.395,0
1996-1997,Priest Lauderdale\laudepr01,C,23,ATL,35,0,5.1,1.4,2.5,0,0,1.4,2.5,0.4,0.7,0.565,3.2,0.551,7.1,0.989,0.506,0.258,0.191,0.034,0.011,0.557,0.644,0.565,0.294,0.667,0
1996-1997,Eric Leckner\leckner01,C,30,TOT,20,1,6.3,0.7,1.7,0,0,0.7,1.7,0.3,0.6,0.5,1.7,0.424,8.9,1,0.515,0.242,0.182,0.061,0,0.424,0.471,0.625,0.167,0,0
1996-1997,Tim Legler\legleti01,SG,30,WSB,15,0,12.1,1,3.2,0.5,1.9,0.5,1.3,0.4,0.5,0.857,2.9,0.313,18.8,0.396,0.125,0.063,0.083,0.125,0.604,0.368,0.5,0,1,0,0.276
1996-1997,Voshon Lenard\lenarvo01,SG,23,MIA,73,47,28.9,4.3,9.4,2.5,6.1,1.8,3.3,1.2,1.4,0.819,12.3,0.459,18.4,0.354,0.151,0.066,0.048,0.089,0.646,0.541,0.68,0.467,0.273,0.508,0.414
1996-1997,Martin Lewis\lewisma01,SF,21,TOR,9,0,5.6,0.7,1.6,0.1,0.3,0.6,1.2,0.1,0.2,0.5,1.6,0.429,11.5,0.786,0.357,0.143,0.214,0.071,0.214,0.455,0.8,0,0.333,0,0.333
1996-1997,Alton Lister\listeal01,C,38,BOS,53,2,9.7,0.6,1.5,0,0,0.6,1.5,0.4,0.6,0.742,1.6,0.416,10,1,0.506,0.247,0.169,0.078,0,0.416,0.282,0.632,0.385,0.667,0
1996-1997,Randy Livingston\livinra01,PG,21,HOU,64,0,15.3,1.6,3.6,0.1,0.3,1.4,3.2,0.7,1,0.646,3.9,0.437,10.3,0.904,0.572,0.162,0.096,0.074,0.096,0.44,0.489,0.405,0.364,0.235,0.409
1996-1997,Horacio Llamas\llamaho01,C,23,PHO,20,2,5.1,0.8,1.4,0,0,0.8,1.4,0.2,0.4,0.5,1.7,0.536,9.9,1,0.321,0.25,0.179,0.25,0,0.536,0.667,0.429,0.2,0.714,0
